dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1520211600,2018-03-05 01:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,55.47,10000.0,36.64,53.02,54.52,57.47,1008,,,49,29.97,130,41.38,,,,,75,803,Clouds,broken clouds,04n
1520215200,2018-03-05 02:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,53.62,10000.0,34.95,50.99,52.72,55.85,1008,,,49,24.16,130,36.82,,,,,75,803,Clouds,broken clouds,04n
1520218800,2018-03-05 03:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,53.26,10000.0,36.1,50.72,52.72,53.85,1008,,,52,26.46,130,37.98,,,,,75,803,Clouds,broken clouds,04n
1520222400,2018-03-05 04:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,51.75,10000.0,38.75,49.5,50.92,53.85,1007,,,61,24.16,140,33.33,,,,,20,801,Clouds,few clouds,02n
1520226000,2018-03-05 05:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,52.92,10000.0,43.41,51.21,50.92,55.65,1006,,,70,23.04,150,,,,,,100,804,Clouds,overcast clouds,04n
1520229600,2018-03-05 06:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,51.75,10000.0,47.07,50.58,50.92,53.87,1005,,,84,24.16,150,34.52,,,,,100,804,Clouds,overcast clouds,04n
1520233200,2018-03-05 07:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,51.04,10000.0,45.43,49.66,49.12,52.93,1005,,,81,24.16,140,,,,,,100,804,Clouds,overcast clouds,04n
1520236800,2018-03-05 08:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,49.86,10000.0,44.28,43.47,48.22,52.05,1005,,,81,19.69,140,,,,,,100,500,Rain,light rain,10n
1520240400,2018-03-05 09:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,48.0,10000.0,45.79,40.82,47.32,50.25,1003,,,92,20.8,140,,0.3,0.3,,,100,500,Rain,light rain,10n
1520244000,2018-03-05 10:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,48.0,10000.0,46.63,40.03,47.32,50.25,1002,,,95,25.32,130,29.93,0.26,,,,100,300,Drizzle,light intensity drizzle,09n
1520244000,2018-03-05 10:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,48.0,10000.0,46.63,40.03,47.32,50.25,1002,,,95,25.32,130,29.93,0.26,,,,100,500,Rain,light rain,10n
1520247600,2018-03-05 11:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,48.0,9656.0,46.63,40.62,47.32,50.25,1001,,,95,21.92,130,32.21,0.38,,,,100,300,Drizzle,light intensity drizzle,09n
1520247600,2018-03-05 11:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,48.0,9656.0,46.63,40.62,47.32,50.25,1001,,,95,21.92,130,32.21,0.38,,,,100,701,Mist,mist,50n
1520247600,2018-03-05 11:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,48.0,9656.0,46.63,40.62,47.32,50.25,1001,,,95,21.92,130,32.21,0.38,,,,100,500,Rain,light rain,10n
1520251200,2018-03-05 12:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,46.49,9656.0,46.22,37.81,45.52,49.33,1000,,,99,26.46,140,32.21,0.51,,,,100,500,Rain,light rain,10n
1520251200,2018-03-05 12:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,46.49,9656.0,46.22,37.81,45.52,49.33,1000,,,99,26.46,140,32.21,0.51,,,,100,300,Drizzle,light intensity drizzle,09n
1520251200,2018-03-05 12:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,46.49,9656.0,46.22,37.81,45.52,49.33,1000,,,99,26.46,140,32.21,0.51,,,,100,701,Mist,mist,50n
1520254800,2018-03-05 13:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,46.83,8046.0,46.56,39.07,46.42,49.33,1000,,,99,21.92,140,28.86,1.91,,,,100,300,Drizzle,light intensity drizzle,09d
1520254800,2018-03-05 13:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,46.83,8046.0,46.56,39.07,46.42,49.33,1000,,,99,21.92,140,28.86,1.91,,,,100,701,Mist,mist,50d
1520254800,2018-03-05 13:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,46.83,8046.0,46.56,39.07,46.42,49.33,1000,,,99,21.92,140,28.86,1.91,,,,100,501,Rain,moderate rain,10d
1520258400,2018-03-05 14:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,43.74,1609.0,42.94,35.2,37.65,48.22,1000,,,97,20.8,150,31.09,1.0,,,,100,502,Rain,heavy intensity rain,10d
1520258400,2018-03-05 14:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,43.74,1609.0,42.94,35.2,37.65,48.22,1000,,,97,20.8,150,31.09,1.0,,,,100,701,Mist,mist,50d
1520262000,2018-03-05 15:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,35.58,804.0,34.29,23.67,34.93,36.61,1003,,,95,24.16,300,39.12,1.0,2.8,,,100,500,Rain,light rain,10d
1520262000,2018-03-05 15:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,35.58,804.0,34.29,23.67,34.93,36.61,1003,,,95,24.16,300,39.12,1.0,2.8,,,100,701,Mist,mist,50d
1520265600,2018-03-05 16:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,33.39,6437.0,30.43,20.79,32.92,34.07,1004,,,88,28.86,310,43.84,,,0.13,,100,500,Rain,light rain,10d
1520265600,2018-03-05 16:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,33.39,6437.0,30.43,20.79,32.92,34.07,1004,,,88,28.86,310,43.84,,,0.13,,100,701,Mist,mist,50d
1520265600,2018-03-05 16:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,33.39,6437.0,30.43,20.79,32.92,34.07,1004,,,88,28.86,310,43.84,,,0.13,,100,600,Snow,light snow,13d
1520269200,2018-03-05 17:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,33.75,10000.0,30.51,22.06,32.81,34.05,1006,,,87,20.8,300,34.45,,,,,75,600,Snow,light snow,13d
1520272800,2018-03-05 18:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,33.75,8046.0,30.25,21.22,32.92,34.43,1007,,,86,24.16,290,35.68,,,,,100,600,Snow,light snow,13d
1520276400,2018-03-05 19:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,33.39,4828.0,29.43,20.79,32.92,34.05,1007,,,84,25.32,280,40.29,,,,,100,600,Snow,light snow,13d
1520280000,2018-03-05 20:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,35.46,10000.0,27.59,22.86,34.81,39.47,1008,,,71,27.74,290,40.26,,,,,100,804,Clouds,overcast clouds,04d
1520283600,2018-03-05 21:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,39.0,10000.0,25.5,27.99,38.32,39.83,1008,,,56,25.32,280,42.57,,,,,75,803,Clouds,broken clouds,04d
1520287200,2018-03-05 22:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,39.0,10000.0,25.5,27.3,38.32,41.25,1007,,,56,28.86,270,40.26,,,,,100,804,Clouds,overcast clouds,04d
1520290800,2018-03-05 23:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,39.0,10000.0,24.73,28.22,38.32,41.25,1008,,,54,24.16,260,33.38,,,,,100,804,Clouds,overcast clouds,04d
1520294400,2018-03-06 00:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,39.0,10000.0,23.92,28.72,38.32,40.73,1007,,,52,21.92,270,34.45,,,,,100,804,Clouds,overcast clouds,04d
1520298000,2018-03-06 01:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,39.0,10000.0,24.73,30.56,36.73,40.01,1007,,,54,14.99,280,26.4,,,,,75,803,Clouds,broken clouds,04n
1520301600,2018-03-06 02:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,35.44,10000.0,26.33,25.99,34.25,38.21,1007,,,67,14.99,300,21.92,,,,,75,803,Clouds,broken clouds,04n
1520305200,2018-03-06 03:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,35.26,10000.0,26.17,23.77,34.72,37.67,1007,,,67,21.85,270,,,,,,75,803,Clouds,broken clouds,04n
1520308800,2018-03-06 04:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,34.25,10000.0,25.63,21.88,33.13,37.67,1007,,,68,24.16,280,35.79,,,,,100,804,Clouds,overcast clouds,04n
1520312400,2018-03-06 05:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,34.09,10000.0,26.42,22.23,33.13,36.41,1006,,,71,21.92,280,28.86,,,,,100,804,Clouds,overcast clouds,04n
1520316000,2018-03-06 06:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,31.46,10000.0,25.56,18.86,30.22,35.85,1005,,,76,21.85,300,33.38,,,,,100,600,Snow,light snow,13n
1520319600,2018-03-06 07:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,29.75,804.0,25.23,17.15,28.98,32.27,1005,,,81,28.86,290,41.38,,,,,100,600,Snow,light snow,13n
1520323200,2018-03-06 08:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,28.31,804.0,26.29,15.71,27.52,30.45,1004,,,91,25.28,270,35.79,,,0.17,,100,600,Snow,light snow,13n
1520323200,2018-03-06 08:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,28.31,804.0,26.29,15.71,27.52,30.45,1004,,,91,25.28,270,35.79,,,0.17,,100,701,Mist,mist,50n
1520326800,2018-03-06 09:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,26.94,1609.0,24.69,14.34,26.62,29.03,1003,,,90,28.77,280,44.87,,,0.29,,100,600,Snow,light snow,13n
1520326800,2018-03-06 09:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,26.94,1609.0,24.69,14.34,26.62,29.03,1003,,,90,28.77,280,44.87,,,0.29,,100,701,Mist,mist,50n
1520330400,2018-03-06 10:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,26.94,6437.0,23.49,14.34,26.62,28.65,1003,,,85,34.52,280,47.18,,,0.3,,100,600,Snow,light snow,13n
1520334000,2018-03-06 11:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,26.94,804.0,23.74,14.34,26.62,28.67,1002,,,86,27.74,280,43.84,,,0.28,,100,600,Snow,light snow,13n
1520337600,2018-03-06 12:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,26.26,1207.0,23.54,13.66,25.72,28.65,1003,,,88,28.86,280,,,,0.3,,100,600,Snow,light snow,13n
1520337600,2018-03-06 12:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,26.26,1207.0,23.54,13.66,25.72,28.65,1003,,,88,28.86,280,,,,0.3,,100,701,Mist,mist,50n
1520341200,2018-03-06 13:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,26.78,804.0,24.76,14.18,25.72,28.67,1003,,,91,28.86,290,38.03,,,0.35,,100,601,Snow,snow,13d
1520341200,2018-03-06 13:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,26.78,804.0,24.76,14.18,25.72,28.67,1003,,,91,28.86,290,38.03,,,0.35,,100,741,Fog,fog,50d
1520344800,2018-03-06 14:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,26.94,804.0,23.74,14.34,26.62,28.67,1005,,,86,26.46,320,33.38,,,0.5,,100,600,Snow,light snow,13d
1520348400,2018-03-06 15:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,28.13,4828.0,25.16,15.53,27.52,30.45,1006,,,87,28.86,320,40.26,,,0.26,,100,600,Snow,light snow,13d
1520352000,2018-03-06 16:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,30.0,8046.0,26.76,17.4,29.32,32.27,1007,,,86,26.46,320,37.98,,,0.2,,100,600,Snow,light snow,13d
1520355600,2018-03-06 17:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,30.69,10000.0,26.4,18.09,30.22,32.27,1009,,,82,29.97,330,40.26,,,0.15,,100,600,Snow,light snow,13d
1520359200,2018-03-06 18:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,31.86,4828.0,28.58,19.26,30.22,33.13,1010,,,86,28.86,320,,,,0.25,,100,600,Snow,light snow,13d
1520362800,2018-03-06 19:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,30.69,4828.0,28.4,18.09,30.22,33.13,1012,,,90,27.74,330,35.79,,,0.39,,100,600,Snow,light snow,13d
1520366400,2018-03-06 20:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,31.32,2414.0,29.5,18.72,30.96,33.01,1013,,,92,26.4,330,34.45,,,0.26,,100,600,Snow,light snow,13d
1520370000,2018-03-06 21:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,31.87,10000.0,27.32,19.27,31.12,33.13,1014,,,81,27.74,340,40.26,,,,,100,600,Snow,light snow,13d
1520373600,2018-03-06 22:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,30.69,9656.0,27.93,18.09,30.22,33.13,1016,,,88,27.74,330,36.91,,,,,100,600,Snow,light snow,13d
1520377200,2018-03-06 23:00:00 +0000 UTC,-21600,Eppley Airfield,41.301475,-95.894521,31.87,10000.0,27.32,19.27,31.12,33.13,1017,,,81,23.04,330,38.03,,,,,100,600,Snow,light snow,13d
1523664000,2018-04-14 00:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,59.77,10000.0,54.93,59.4,54.73,66.22,994,,,84,13.87,40,,0.41,,,,75,500,Rain,light rain,10d
1523667600,2018-04-14 01:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,53.47,10000.0,50.02,52.66,49.33,57.83,997,,,88,13.87,10,,0.1,,,,75,500,Rain,light rain,10d
1523671200,2018-04-14 02:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,51.4,10000.0,47.68,50.34,47.53,52.97,998,,,87,14.99,40,21.92,,,,,100,804,Clouds,overcast clouds,04n
1523674800,2018-04-14 03:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,49.87,10000.0,47.35,43.74,48.47,52.05,999,,,91,18.41,70,27.63,,,,,100,804,Clouds,overcast clouds,04n
1523678400,2018-04-14 04:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,49.53,10000.0,46.13,42.66,47.32,52.07,1000,,,88,21.85,80,,,,,,100,804,Clouds,overcast clouds,04n
1523682000,2018-04-14 05:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,47.66,10000.0,43.99,39.78,45.52,50.25,1000,,,87,24.16,80,31.09,,,,,100,804,Clouds,overcast clouds,04n
1523685600,2018-04-14 06:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,44.71,10000.0,40.48,37.29,43.81,47.21,999,,,85,17.22,70,28.86,,,,,100,804,Clouds,overcast clouds,04n
1523689200,2018-04-14 07:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,42.75,10000.0,39.15,34.45,41.92,44.87,1000,,,87,18.41,70,28.77,0.38,,,,100,500,Rain,light rain,10n
1523692800,2018-04-14 08:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,40.87,10000.0,38.73,32.32,40.12,43.05,1001,,,92,17.22,70,24.16,0.44,,,,100,500,Rain,light rain,10n
1523696400,2018-04-14 09:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,39.69,9656.0,38.37,31.82,39.22,42.53,1001,,,95,13.8,50,,,,,,100,701,Mist,mist,50n
1523700000,2018-04-14 10:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,39.36,4828.0,38.05,30.69,38.32,41.25,1001,,,95,16.11,40,,0.85,,,,100,300,Drizzle,light intensity drizzle,09n
1523700000,2018-04-14 10:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,39.36,4828.0,38.05,30.69,38.32,41.25,1001,,,95,16.11,40,,0.85,,,,100,701,Mist,mist,50n
1523700000,2018-04-14 10:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,39.36,4828.0,38.05,30.69,38.32,41.25,1001,,,95,16.11,40,,0.85,,,,100,500,Rain,light rain,10n
1523703600,2018-04-14 11:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,39.0,6437.0,37.69,28.99,38.32,39.45,1002,,,95,20.71,40,,1.23,,,,100,300,Drizzle,light intensity drizzle,09n
1523703600,2018-04-14 11:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,39.0,6437.0,37.69,28.99,38.32,39.45,1002,,,95,20.71,40,,1.23,,,,100,701,Mist,mist,50n
1523703600,2018-04-14 11:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,39.0,6437.0,37.69,28.99,38.32,39.45,1002,,,95,20.71,40,,1.23,,,,100,501,Rain,moderate rain,10n
1523707200,2018-04-14 12:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,37.81,10000.0,36.52,27.7,37.42,39.83,1003,,,95,19.69,20,,1.15,,,,100,300,Drizzle,light intensity drizzle,09d
1523707200,2018-04-14 12:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,37.81,10000.0,36.52,27.7,37.42,39.83,1003,,,95,19.69,20,,1.15,,,,100,501,Rain,moderate rain,10d
1523710800,2018-04-14 13:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,37.49,10000.0,35.92,26.46,36.52,39.47,1004,,,94,23.02,30,31.07,0.86,,,,100,500,Rain,light rain,10d
1523714400,2018-04-14 14:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,37.49,10000.0,35.11,25.48,36.52,39.45,1004,,,91,27.74,30,41.38,0.73,,,,100,500,Rain,light rain,10d
1523714400,2018-04-14 14:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,37.49,10000.0,35.11,25.48,36.52,39.45,1004,,,91,27.74,30,41.38,0.73,,,,100,300,Drizzle,light intensity drizzle,09d
1523718000,2018-04-14 15:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,37.65,10000.0,33.85,25.95,36.05,39.47,1005,,,86,26.4,40,40.26,0.86,,,,100,500,Rain,light rain,10d
1523721600,2018-04-14 16:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,37.13,10000.0,33.62,25.0,34.93,37.67,1006,,,87,27.74,30,38.03,0.9,,,,100,500,Rain,light rain,10d
1523725200,2018-04-14 17:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,37.11,10000.0,32.74,26.22,34.93,37.42,1007,,,84,21.92,20,34.45,0.72,,,,100,300,Drizzle,light intensity drizzle,09d
1523725200,2018-04-14 17:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,37.11,10000.0,32.74,26.22,34.93,37.42,1007,,,84,21.92,20,34.45,0.72,,,,100,500,Rain,light rain,10d
1523728800,2018-04-14 18:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,35.6,8046.0,32.13,23.45,34.25,36.0,1006,,,87,25.28,20,,,,,,100,701,Mist,mist,50d
1523732400,2018-04-14 19:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,34.07,1609.0,31.77,21.92,33.13,35.85,1007,,,91,23.04,360,29.97,0.3,,,,100,600,Snow,light snow,13d
1523732400,2018-04-14 19:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,34.07,1609.0,31.77,21.92,33.13,35.85,1007,,,91,23.04,360,29.97,0.3,,,,100,701,Mist,mist,50d
1523732400,2018-04-14 19:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,34.07,1609.0,31.77,21.92,33.13,35.85,1007,,,91,23.04,360,29.97,0.3,,,,100,500,Rain,light rain,10d
1523736000,2018-04-14 20:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,33.39,402.0,31.41,20.79,32.81,34.61,1008,,,92,26.46,360,34.52,,,0.3,,100,600,Snow,light snow,13d
1523736000,2018-04-14 20:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,33.39,402.0,31.41,20.79,32.81,34.61,1008,,,92,26.46,360,34.52,,,0.3,,100,701,Mist,mist,50d
1523739600,2018-04-14 21:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,32.04,804.0,29.98,19.44,31.12,33.01,1008,,,91,25.28,350,32.21,,,,,100,701,Mist,mist,50d
1523743200,2018-04-14 22:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,30.34,804.0,29.23,17.74,29.53,32.02,1009,,,95,28.86,350,35.79,,,,,100,701,Mist,mist,50d
1523746800,2018-04-14 23:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,30.33,804.0,28.29,17.73,29.21,31.21,1010,,,91,23.04,350,,,,0.43,,100,600,Snow,light snow,13d
1523746800,2018-04-14 23:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,30.33,804.0,28.29,17.73,29.21,31.21,1010,,,91,23.04,350,,,,0.43,,100,701,Mist,mist,50d
1523750400,2018-04-15 00:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,28.81,402.0,27.48,16.21,28.42,30.47,1012,,,94,23.02,360,29.93,,,0.34,,100,600,Snow,light snow,13d
1523750400,2018-04-15 00:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,28.81,402.0,27.48,16.21,28.42,30.47,1012,,,94,23.02,360,29.93,,,0.34,,100,741,Fog,fog,50d
1523754000,2018-04-15 01:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,28.13,1207.0,26.11,15.53,27.52,30.45,1012,,,91,26.46,350,40.29,,,0.47,,100,701,Mist,mist,50d
1523754000,2018-04-15 01:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,28.13,1207.0,26.11,15.53,27.52,30.45,1012,,,91,26.46,350,40.29,,,0.47,,100,600,Snow,light snow,13d
1523757600,2018-04-15 02:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,28.13,1609.0,25.88,15.53,27.52,29.75,1014,,,90,24.16,340,34.52,,,0.41,,100,600,Snow,light snow,13n
1523757600,2018-04-15 02:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,28.13,1609.0,25.88,15.53,27.52,29.75,1014,,,90,24.16,340,34.52,,,0.41,,100,701,Mist,mist,50n
1523761200,2018-04-15 03:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,28.11,3218.0,25.86,15.51,26.62,29.03,1014,,,90,23.04,340,32.21,,,0.3,0.5,100,600,Snow,light snow,13n
1523761200,2018-04-15 03:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,28.11,3218.0,25.86,15.51,26.62,29.03,1014,,,90,23.04,340,32.21,,,0.3,0.5,100,701,Mist,mist,50n
1523764800,2018-04-15 04:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,26.94,6437.0,24.69,14.34,25.93,28.65,1014,,,90,25.32,350,32.21,,,0.13,,100,701,Mist,mist,50n
1523764800,2018-04-15 04:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,26.94,6437.0,24.69,14.34,25.93,28.65,1014,,,90,25.32,350,32.21,,,0.13,,100,600,Snow,light snow,13n
1523768400,2018-04-15 05:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,26.62,6437.0,23.41,14.02,25.72,28.13,1015,,,86,23.04,340,28.86,,,,,100,600,Snow,light snow,13n
1523772000,2018-04-15 06:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,26.26,10000.0,23.54,13.66,25.72,26.85,1015,,,88,19.69,350,,,,,,100,600,Snow,light snow,13n
1523775600,2018-04-15 07:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,25.07,4828.0,23.07,12.47,24.82,26.85,1015,,,91,19.69,340,28.86,,,,,100,600,Snow,light snow,13n
1523779200,2018-04-15 08:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,24.75,4828.0,22.28,12.15,23.92,26.85,1015,,,89,20.8,340,27.74,,,0.1,,100,600,Snow,light snow,13n
1523782800,2018-04-15 09:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,24.75,6437.0,21.56,12.15,23.92,26.51,1015,,,86,19.69,330,27.74,,,0.13,,100,600,Snow,light snow,13n
1523786400,2018-04-15 10:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,24.39,4828.0,21.94,11.79,23.92,25.97,1016,,,89,21.92,330,31.09,,,0.16,,100,600,Snow,light snow,13n
1523790000,2018-04-15 11:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,24.39,3218.0,21.45,11.79,23.92,25.05,1016,,,87,19.69,340,29.97,,,0.14,,100,600,Snow,light snow,13n
1523793600,2018-04-15 12:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,24.39,4828.0,21.45,11.79,23.02,25.43,1017,,,87,19.69,330,,,,0.12,,100,600,Snow,light snow,13d
1523797200,2018-04-15 13:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,24.37,4828.0,21.43,11.77,23.02,25.05,1017,,,87,19.69,330,31.09,,,0.12,,100,600,Snow,light snow,13d
1523800800,2018-04-15 14:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,24.39,10000.0,21.45,11.79,23.92,25.61,1017,,,87,21.92,340,28.86,,,,,100,600,Snow,light snow,13d
1523804400,2018-04-15 15:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,24.75,10000.0,21.33,12.15,23.92,25.97,1018,,,85,24.16,340,,,,,,100,804,Clouds,overcast clouds,04d
1523808000,2018-04-15 16:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,24.75,10000.0,21.33,12.15,23.92,27.41,1018,,,85,23.04,330,,,,,,100,600,Snow,light snow,13d
1523811600,2018-04-15 17:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,26.62,10000.0,22.15,14.02,25.72,29.03,1018,,,81,21.92,330,35.79,,,,,100,804,Clouds,overcast clouds,04d
1523815200,2018-04-15 18:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,28.13,10000.0,22.3,15.53,27.52,30.45,1018,,,76,26.46,340,36.82,,,,,100,804,Clouds,overcast clouds,04d
1523818800,2018-04-15 19:00:00 +0000 UTC,-18000,Eppley Airfield,41.301475,-95.894521,29.66,10000.0,23.5,17.06,27.52,31.19,1018,,,75,27.74,340,35.79,,,,,100,804,Clouds,overcast clouds,04d
